0,-7.6736e-05
1,-7.6736e-05
2,-7.6736e-05
3,-7.6736e-05
4,-7.6736e-05
5,-7.6736e-05
6,-2.14094e-05
7,3.74399e-05
8,1.66207e-05
9,-1.00308e-05
10,-5.76483e-05
11,-2.74328e-05
12,-2.98793e-05
13,-4.48979e-05
14,-3.46419e-05
15,-1.3016e-05
16,2.06173e-07
17,-6.07986e-05
18,-5.59776e-05
19,2.39285e-05
20,5.15531e-05
21,-5.68797e-06
22,-9.23186e-06
23,-1.53077e-05
24,1.12944e-05
25,-1.36518e-05
26,-2.84027e-05
27,-1.47883e-05
28,-2.46923e-06
29,-1.10857e-05
30,-2.91761e-05
31,-6.10835e-06
32,9.81837e-06
33,-3.65918e-05
34,-3.42889e-05
35,-6.05571e-05
36,-5.77314e-05
37,-1.2363e-05
38,2.07494e-05
39,1.66301e-05
40,1.56427e-05
41,-4.99941e-07
42,-3.23857e-05
43,-3.30137e-05
44,-3.03684e-05
45,-7.01291e-06
46,-1.46248e-05
47,7.69019e-07
48,2.55008e-05
49,1.20446e-05
50,1.38071e-05
51,7.36527e-06
52,5.02604e-06
53,1.82975e-05
54,-1.52765e-05
55,-1.79503e-05
56,1.5581e-05
57,-2.80153e-07
58,-1.11604e-05
59,-2.46182e-05
60,-4.72359e-05
61,-6.5979e-05
62,-3.43865e-05
63,-3.67854e-06
64,5.944e-06
65,-1.10662e-05
66,-3.49116e-05
67,-2.2791e-05
68,2.34227e-05
69,2.79014e-05
70,-3.46149e-06
71,-4.33397e-06
72,4.08667e-06
73,6.41178e-06
74,2.25377e-05
75,2.2161e-06
76,6.31641e-06
77,-3.83492e-06
78,-2.74372e-05
79,-7.69412e-06
80,-1.16211e-05
81,-1.92258e-05
82,-1.10227e-05
83,-1.30354e-05
84,-6.54481e-06
85,-1.99202e-05
86,-1.87987e-05
87,-5.34552e-06
88,1.61072e-06
89,-1.26389e-05
90,-3.02146e-05
91,-3.53737e-06
92,1.89193e-05
93,5.75764e-06
94,-3.67171e-05
95,-4.97062e-05
96,-3.05686e-05
97,-2.69623e-05
98,-6.14781e-06
99,1.12589e-06
100,2.14584e-06
101,-8.196e-06
102,-3.65726e-05
103,-0.0001348
104,-0.000475054
105,-0.000932304
106,-0.00123777
107,-0.00141069
108,-0.00145625
109,-0.00150775
110,-0.00163274
111,-0.00170167
112,-0.00172329
113,-0.00176957
114,-0.00175612
115,-0.0017141
116,-0.00171858
117,-0.00175723
118,-0.00177805
119,-0.00180129
120,-0.00188334
121,-0.00198764
122,-0.00207144
123,-0.00214883
124,-0.0022442
125,-0.00237293
126,-0.00243096
127,-0.00241997
128,-0.0024084
129,-0.00248064
130,-0.00257689
131,-0.00258637
132,-0.00258429
133,-0.00264064
134,-0.00268579
135,-0.00268981
136,-0.00271981
137,-0.0027848
138,-0.00279138
139,-0.00276266
140,-0.0027793
141,-0.00284177
142,-0.00291137
143,-0.00292588
144,-0.00293343
145,-0.0029843
146,-0.00300958
147,-0.00301615
148,-0.00303456
149,-0.00309517
150,-0.0031362
151,-0.0031884
152,-0.00326661
153,-0.00331135
154,-0.00334636
155,-0.00333144
156,-0.00333185
157,-0.00343032
158,-0.00345682
159,-0.00339108
160,-0.00337403
161,-0.00346698
162,-0.00352118
163,-0.0035416
164,-0.0035346
165,-0.00352219
166,-0.00349201
167,-0.0035102
168,-0.00351893
169,-0.00350045
170,-0.00352687
171,-0.00356604
172,-0.00358391
173,-0.00357403
174,-0.00365317
175,-0.00373907
176,-0.00374892
177,-0.00383827
178,-0.00394817
179,-0.00402672
180,-0.0040719
181,-0.00402397
182,-0.00397004
183,-0.00395735
184,-0.00398767
185,-0.00405466
186,-0.00406133
187,-0.00403953
188,-0.00406215
189,-0.00414811
190,-0.00416837
191,-0.00424095
192,-0.00429041
193,-0.00433728
194,-0.0044126
195,-0.00444241
196,-0.00441729
197,-0.00442636
198,-0.00440872
199,-0.00436473
200,-0.00436551
201,-0.00441325
202,-0.00443953
203,-0.004429
204,-0.00437904
205,-0.00437043
206,-0.00442432
207,-0.00443327
208,-0.00439576
209,-0.00441891
210,-0.00445675
211,-0.00450156
212,-0.00449998
213,-0.00454802
214,-0.00465169
215,-0.00470804
216,-0.0046987
217,-0.00467437
218,-0.00464209
